Tanggal,"Temperatur Minimum	 (°C)",Temperatur Maksimum (°C),Temperatur Rata-rata (°C),Kelembapan Rata-rata (%),Curah Hujan (mm),Lamanya Penyinaran Matahari (jam),Kecepatan Angin Maksimum (m/s),Arah Angin Saat Kecepatan Maksimum (°),Kecepatan Angin Rata-rata (m/s),Arah Angin Terbanyak (°)
05-02-2011,20,25.9,22.7,82,12.7,0.3,4,270,2,W 
06-02-2011,20,26.2,22.9,81,1.7,3.4,4,270,3,W 
07-02-2011,21,27.7,22.5,84,0,4,4,270,2,NW
08-02-2011,20,29,23.7,79,26.5,6.6,3,270,2,W 
09-02-2011,21,29.2,24.2,71,8888,3.5,4,315,2,W 
10-02-2011,20,29.5,24.1,68,0,7.5,5,270,2,W 
11-02-2011,20,29,23.4,77,0,4.5,4,270,2,W 
12-02-2011,20,29.2,23.9,80,0,5.3,4,270,3,W 
13-02-2011,20,30.2,24,76,0.4,7.3,3,315,2,W 
14-02-2011,20,28.8,23.7,82,0,4.5,4,270,2,W 
15-02-2011,20,25.8,22.8,83,7.1,0.4,4,315,2,NW
16-02-2011,20,28.5,22.7,83,0,5.7,5,270,3,W 
17-02-2011,20,29,23.3,80,8888,8,4,270,3,W 
18-02-2011,20,29.2,24,73,4,7.7,4,270,3,W 
19-02-2011,20,29,23.7,75,0,7.8,4,270,2,W 
20-02-2011,20,29.2,24,70,0,8,5,270,3,W 
21-02-2011,20,30.3,24.2,72,0,7.3,6,270,2,W 
22-02-2011,20,27.8,23.2,79,8888,3.4,4,315,3,W 
23-02-2011,21,29.6,24.1,73,0.5,6,4,315,2,NW
24-02-2011,21,29.2,24.3,74,8888,6.6,4,315,2,W 
25-02-2011,21,29.2,23.4,76,0,2,4,315,2,W 
26-02-2011,21,28.8,24,79,8888,7.1,5,270,2,NW
27-02-2011,21,27.8,23.4,80,0,3.6,4,270,2,W 
28-02-2011,21,27.6,22.4,85,0.5,0.4,3,270,2,W 
01-03-2011,21,27.8,23.5,73,3.5,,5,270,3,W 
02-03-2011,21,30.8,24.7,70,0,2.1,3,270,2,NW
03-03-2011,21,27.1,23.1,78,0,7.6,4,270,2,W 
04-03-2011,21,28,23.7,78,8888,0.5,4,315,2,W 
05-03-2011,21,28.6,24,80,0,8,4,270,3,W 
06-03-2011,21,29.8,23.5,81,8888,4.1,2,270,2,W 
07-03-2011,20,29.7,23.9,76,20.5,6.3,4,270,2,NW
08-03-2011,21,29.2,23.4,80,0.5,6.6,3,270,2,NW
09-03-2011,20,27.9,23.1,80,4.1,0.8,3,270,2,W 
10-03-2011,20,28.8,24.5,74,0,8,3,315,2,W 
11-03-2011,20,29.6,23.4,76,0,4,4,270,3,W 
12-03-2011,20,29.6,25.2,71,9,7,3,270,2,W 
13-03-2011,20,28.7,24.7,70,1,8,3,315,2,NW
14-03-2011,20,31.2,25.1,64,0,1.2,2,270,2,W 
15-03-2011,21,28.6,23.6,76,8888,4,3,270,2,W 
16-03-2011,19,31.4,23.5,70,0,3.7,3,270,1,NW
17-03-2011,21,27.3,23.6,77,1.3,5,2,225,2,W 
18-03-2011,20,32,23.5,81,0,3.9,0,90,0,E 
19-03-2011,21,27.6,23.2,81,3.5,5.5,4,45,2,SE
20-03-2011,21,29.4,23.4,83,9.5,4,2,270,1,W 
21-03-2011,20,28.2,22.8,88,0.2,0.4,3,270,2,NW
22-03-2011,19,27.4,22.6,82,12.4,2,3,270,2,W 
23-03-2011,19,27.4,22.7,75,8888,1.2,2,225,1,SW
24-03-2011,21,28,23.5,80,0.6,0.5,4,270,3,W 
25-03-2011,20,27.4,22.6,83,16,3,3,270,2,W 
26-03-2011,21,27.5,23.4,84,3.6,2.6,3,270,2,W 
27-03-2011,21,29.4,23.5,80,1.5,4.4,4,270,3,W 
28-03-2011,20,27,23.7,72,1.2,1,2,45,2,NW
29-03-2011,21,29.7,24.3,74,0,7.2,5,270,2,W 
30-03-2011,21,26.4,23.1,77,8888,1.5,5,270,2,W 
31-03-2011,21,27.4,22.9,74,1,2.9,4,270,2,W 
01-04-2011,22,28,23.6,76,5.8,2.4,4,270,3,W 
02-04-2011,21,35,24.4,71,0,6.6,2,270,2,W 
03-04-2011,22,28.9,24.2,69,0,2.4,4,270,3,W 
04-04-2011,21,29.8,24,76,0.2,6.6,3,270,2,W 
05-04-2011,21,29.2,24.2,74,10.5,6.5,3,270,2,W 
06-04-2011,21,30.3,24.7,72,1.2,7.4,5,270,2,W 
07-04-2011,21,36,25.2,65,8888,6.6,3,270,2,W 
08-04-2011,22,34,24.7,70,2.2,3.9,4,315,2,W 
09-04-2011,21,27.4,23.4,76,0.5,2.9,3,270,2,W 
10-04-2011,21,29.8,24.6,72,0,5.2,4,270,2,W 
11-04-2011,22,29,23.8,79,0.8,1.2,3,270,2,W 
12-04-2011,20,30,22.8,78,26.6,,2,270,2,E 
13-04-2011,20,29.5,23.2,79,0.5,3.9,4,270,2,W 
14-04-2011,20,28.6,23,84,1.5,2.4,3,270,2,NE
15-04-2011,20,28.5,23.3,81,23.2,3.7,3,135,2,W 
16-04-2011,20,29.2,23.2,82,1.5,4.5,2,270,1,W 
17-04-2011,20,32,23.7,78,42.9,5.7,2,270,2,N 
18-04-2011,19,29.4,22.2,83,2.1,5.1,3,135,2,W 
19-04-2011,19,28,23.2,80,4.2,3.7,2,90,2,W 
20-04-2011,20,28,22.7,82,0,3.9,3,45,2,NE
21-04-2011,21,28,23.7,82,11.5,1.4,3,45,2,W 
22-04-2011,20,30,23.3,84,8.5,4.3,3,90,2,S 
23-04-2011,21,28.8,23.5,85,46,4.3,2,45,2,E 
24-04-2011,20,27,23.5,88,7.3,2,2,270,1,W 
25-04-2011,19,27.6,22.2,84,10,3,3,90,1,SW
26-04-2011,20,27.2,22.8,85,21.4,3.1,2,270,2,NE
27-04-2011,19,26.4,22.2,90,18.6,2.4,2,270,,W 
28-04-2011,20,29,21.6,90,58,4.7,2,45,2,NE
29-04-2011,18,29.4,22.6,84,73.5,5.4,2,270,1,W 
30-04-2011,20,27.8,23.3,80,3,4.5,3,315,2,SE
01-05-2011,21,28.8,22.9,83,8.2,3.9,3,270,2,W 
02-05-2011,20,30,23.8,80,11.9,3.5,2,,2,
03-05-2011,20,30,23.7,79,7.5,6.3,4,315,2,NW
04-05-2011,20,30.2,24.1,75,0,7.9,3,270,2,W 
05-05-2011,20,25,22.5,80,2.4,0,2,270,1,W 
06-05-2011,20,29,23.3,77,8.2,6.2,3,270,2,W 
07-05-2011,20,27.2,23.6,80,1,2.6,4,270,2,W 
08-05-2011,20,28.4,23.3,80,0.5,2.8,3,270,2,W 
09-05-2011,19,31,23.8,80,2.1,2.4,3,270,2,W 
10-05-2011,19,28.8,24.4,79,0,4.6,3,270,2,W 
11-05-2011,20,30,24.6,79,0,6.1,3,270,2,W 
12-05-2011,21,28.4,25.3,77,0,5.2,2,270,1,W 
13-05-2011,20,30,24,83,0.5,5.7,3,270,2,W 
14-05-2011,21,28.6,23.6,83,1.2,2.7,1,270,1,
15-05-2011,21,27.2,23.2,86,22.6,4.4,3,360,2,W 
16-05-2011,19,30,23,82,4.5,7.1,3,270,2,SE
17-05-2011,19,29.8,23.7,75,4.2,7.5,4,315,2,NE
18-05-2011,20,25.8,23.4,83,3.5,1.3,3,360,2,N 
19-05-2011,19,28,23,80,8888,3.7,3,90,2,NE
20-05-2011,19,29,22.4,83,0,4.3,5,360,2,NE
21-05-2011,18,27.4,22.4,85,17.6,4.3,4,90,2,E 
22-05-2011,19,29,23.2,80,1.3,4.3,2,90,2,E 
23-05-2011,20,29.5,22.9,82,0.5,4.9,4,315,2,E 
24-05-2011,19,29.8,24,81,56,3.6,2,270,1,E 
25-05-2011,20,29.4,24.1,76,8.5,7.5,4,270,3,W 
26-05-2011,20,29,24,78,0.5,6.8,3,270,2,W 
27-05-2011,21,29.4,24.2,81,29,5.7,3,270,2,NE
28-05-2011,21,30.2,24.4,80,0.9,5.9,3,270,1,E 
29-05-2011,19,30,23.7,76,0,6.8,3,270,2,W 
30-05-2011,19,29.2,24.2,70,0,6.2,3,315,1,E 
31-05-2011,19,29.4,23.8,76,0.8,3.4,2,45,1,NE
01-06-2011,20,28.8,23.3,84,8888,3.6,4,270,2,W 
02-06-2011,20,29.6,23.8,82,44.4,3,2,90,2,SE
03-06-2011,20,30.4,24.2,77,0,5.5,3,45,2,NE
04-06-2011,20,29.4,23.4,87,0,2.9,2,90,1,W 
05-06-2011,19,29.2,23.9,80,0,5.1,3,315,2,NW
06-06-2011,18,29.6,23.3,76,15.4,7.9,3,270,2,W 
07-06-2011,20,29.4,23.9,78,0,6.5,3,270,2,W 
08-06-2011,20,29.2,24.3,76,0,7.7,4,270,2,W 
09-06-2011,20,30,24.2,76,0,7.8,3,270,2,W 
10-06-2011,20,29.6,24.1,66,0,8,4,270,2,E 
11-06-2011,19,29.4,23.6,69,8888,5.3,2,90,2,E 
12-06-2011,19,29.3,22.8,74,0,5.5,3,270,2,W 
13-06-2011,19,29.4,23.8,74,0,7.9,4,270,2,W 
14-06-2011,19,29.8,24,74,0,7.3,4,270,2,W 
15-06-2011,18,30,22.8,70,34.5,8,3,270,2,W 
16-06-2011,17,30.2,22.4,66,0,7.2,2,90,2,E 
17-06-2011,17,30.2,22.7,69,0,8,3,90,2,NE
18-06-2011,16,29.2,21.9,70,0,7.7,4,270,2,NE
19-06-2011,16,28,22.5,72,8888,6,3,90,2,SE
20-06-2011,17,27.6,22.3,73,0,4.5,4,135,2,E 
21-06-2011,18,29.4,23,71,0,5.5,3,45,2,E 
22-06-2011,18,29.6,23.4,74,0,7.5,3,270,2,E 
23-06-2011,18,29.8,23.2,70,0,8,4,270,2,W 
24-06-2011,19,29,23.7,72,0,7.6,3,270,2,W 
25-06-2011,18,31,23.1,71,0,7.5,2,90,2,
26-06-2011,16,29.4,22,72,0,6.9,3,90,2,E 
27-06-2011,20,28.4,23.5,78,0,1.9,3,90,2,NE
28-06-2011,21,28.2,23.5,80,1.9,2.7,2,90,1,
29-06-2011,20,27.6,23.1,80,5.6,3.6,2,90,1,E 
30-06-2011,21,27,22.8,86,15.8,2,3,270,2,W 
01-07-2011,19,25.8,21.8,84,13.8,2.9,2,90,1,W 
02-07-2011,18,29.4,22.4,78,8888,7.8,3,270,2,E 
03-07-2011,19,28.2,22.9,78,0,6.7,2,270,2,W 
04-07-2011,19,31,23.3,75,0,7.4,3,180,2,W 
05-07-2011,21,29.2,24.3,78,0,7.3,3,270,2,E 
06-07-2011,19,29.6,23.4,63,1.4,7.7,3,90,2,E 
07-07-2011,17,29.6,22.4,69,0,6.6,2,225,2,E 
08-07-2011,17,28.1,21.9,70,0,7.5,3,270,2,W 
09-07-2011,17,28,22.9,75,0,5.2,3,270,2,W 
10-07-2011,18,29,23.1,73,0,7.5,2,270,1,W 
11-07-2011,19,28.4,23.2,70,0,4.8,3,270,1,W 
12-07-2011,19,29,23.2,77,0,6.2,3,270,2,W 
13-07-2011,19,29.6,23,78,3,5.3,3,180,2,E 
14-07-2011,18,28.8,22.3,79,3.6,5.1,2,270,1,E 
15-07-2011,18,30.5,23.1,74,2.5,6,3,90,2,NE
16-07-2011,18,29.5,22.1,75,0,5.6,3,90,2,NE
17-07-2011,19,28.4,22.4,75,36.9,5.8,3,90,2,NE
18-07-2011,18,28.6,22.5,75,0,4.8,3,90,2,SE
19-07-2011,18,27.4,22.5,79,0.7,5.5,2,90,2,W 
20-07-2011,19,29,22.2,79,8888,4.3,3,45,2,E 
21-07-2011,19,27.2,22.7,79,14.1,4.9,3,45,1,NE
22-07-2011,19,28.5,22.8,75,8888,5.2,4,270,3,SE
23-07-2011,19,29.1,23.7,75,1.2,7.9,4,270,2,W 
24-07-2011,19,29.6,23.4,72,0,8,3,270,1,W 
25-07-2011,19,29.7,23.6,70,0,6.7,4,270,3,E 
26-07-2011,18,29,22.7,69,0,7.8,3,270,2,W 
27-07-2011,18,29.8,22.9,69,0,6.4,3,90,2,E 
28-07-2011,19,29.8,23,67,0,7,4,90,2,E 
29-07-2011,19,29.6,23.5,68,0,7.8,3,90,2,E 
30-07-2011,17,29.6,22.3,66,0,7.3,2,90,1,E 
31-07-2011,17,29.8,21.9,66,0,7.3,2,90,1,E 
01-08-2011,17,29.8,22.2,70,0,7.9,4,135,2,SE
02-08-2011,19,31.2,23.6,70,0,7.3,4,360,2,NE
03-08-2011,19,30.8,23.6,68,0,7.8,3,90,2,E 
04-08-2011,19,29.4,23,69,0,6.2,2,90,2,E 
05-08-2011,18,29,23.4,69,8888,7.6,3,270,2,W 
06-08-2011,19,29.4,23.2,72,0,7.9,3,270,2,SW
07-08-2011,18,28.4,22.2,69,0,7.7,3,270,1,
08-08-2011,19,29.4,23.3,70,0,7.6,3,270,2,W 
09-08-2011,19,30.8,23.7,69,0,7.3,3,270,2,W 
10-08-2011,19,29.6,23.7,69,0,7.2,3,270,1,W 
11-08-2011,19,29,23.7,74,0,5.7,3,270,2,W 
12-08-2011,19,28.8,23.6,74,0.3,5.7,3,270,1,W 
13-08-2011,20,30,23.8,72,0,6.8,2,270,1,
14-08-2011,19,30.8,24,69,0,7.5,4,270,2,W 
15-08-2011,17,30.2,22.8,66,8888,7.6,3,315,2,W 
16-08-2011,18,29,22.6,69,0,4.5,4,135,2,E 
17-08-2011,18,28.8,22.7,72,0,4.8,3,90,2,E 
18-08-2011,18,28.8,22.6,73,0,4.3,3,45,2,NE
19-08-2011,18,29.2,23.4,74,0,6.1,2,270,2,W 
20-08-2011,19,30,23.5,67,0,8,4,270,2,W 
21-08-2011,19,29.2,22.4,68,1.6,7.7,3,225,2,W 
22-08-2011,18,30.4,23,67,0,8,3,270,2,SE
23-08-2011,18,29.8,23.1,66,1.2,7.9,3,270,2,E 
24-08-2011,18,30.8,23,66,0,7.3,4,90,2,E 
25-08-2011,17,30,21.8,54,0,7.5,4,45,2,E 
26-08-2011,16,29.2,21.4,62,0,6.8,4,270,2,E 
27-08-2011,16,30.6,21.8,65,0,7.9,4,270,2,W 
28-08-2011,17,30.8,22.6,64,0,7.3,2,90,1,
29-08-2011,18,30.6,22.8,65,0,6.6,3,315,2,E 
30-08-2011,20,30.2,23.3,74,0,4.7,3,360,2,NE
31-08-2011,18,30.8,23.5,71,0,4.7,2,135,2,W 
01-09-2011,20,29.8,23.7,72,8888,5.8,4,360,2,NE
02-09-2011,19,30.6,23.6,67,0,7.3,3,270,2,W 
03-09-2011,19,29.8,23.1,69,0,8,3,270,2,NE
04-09-2011,18,30.8,23,65,6,6.8,3,90,2,NE
05-09-2011,19,30.4,23.6,64,0,6.5,3,45,2,NE
06-09-2011,19,30.3,23.5,67,0,5.1,3,135,2,E 
07-09-2011,18,31,23.2,68,0,6.9,3,135,2,E 
08-09-2011,18,31.8,23.7,56,0,7.8,3,90,2,NE
09-09-2011,17,30.8,22.4,63,0,6.5,4,90,2,E 
10-09-2011,17,30.3,24,63,0,5.9,3,45,2,E 
11-09-2011,18,31.6,23.9,63,0,7,3,90,2,E 
12-09-2011,18,30.8,23.1,69,0,5,3,45,2,NE
13-09-2011,18,31,23.3,71,0,4.9,4,45,2,E 
14-09-2011,20,28.5,24.1,72,0,5.8,2,135,1,NE
15-09-2011,18,31.2,23,76,8888,5,4,360,2,W 
16-09-2011,18,30.8,24.5,70,2,7,3,270,1,W 
17-09-2011,20,29,23.3,74,0,4.2,3,45,2,W 
18-09-2011,20,29,23.2,81,14.1,3.9,3,45,2,SE
19-09-2011,18,29,22,81,29.5,2.8,3,90,2,E 
20-09-2011,18,27.6,23.2,72,2.6,4.7,3,360,2,E 
21-09-2011,18,29.4,22.9,76,0,5,2,270,1,NE
22-09-2011,18,29.3,22.8,70,9.3,7.2,5,315,2,SE
23-09-2011,17,30.6,23.2,67,8888,6.9,3,90,2,E 
24-09-2011,17,30.8,23.3,62,0,6.7,3,360,1,NE
25-09-2011,17,31,24.4,63,0,5.8,3,45,2,NE
26-09-2011,19,32.8,23.8,69,0,7.5,3,270,2,E 
27-09-2011,19,31.2,24,66,0.8,7.1,4,270,1,NE
28-09-2011,17,30.6,22.5,66,38.5,7.5,5,360,2,E 
29-09-2011,17,30.4,23.6,66,0,7.2,4,270,2,W 
30-09-2011,19,31.4,24,69,0,7.4,3,360,2,NE
01-10-2011,21,31,24.8,70,0,7.7,3,270,2,SW
02-10-2011,21,30.2,24.4,71,0,5,4,270,2,W 
03-10-2011,20,30.6,24.4,69,8888,6.9,3,270,2,E 
04-10-2011,19,30.8,23.8,70,0,7.6,4,270,2,W 
05-10-2011,21,30.6,24,70,0,7.4,3,270,2,W 
06-10-2011,21,29.2,24.1,68,0,1.7,3,270,2,W 
07-10-2011,21,31,24.8,73,0.7,5.2,3,45,2,NE
08-10-2011,21,25.8,22.8,86,9.4,0.2,2,225,2,N 
09-10-2011,20,27.4,23.4,78,3.8,0.5,3,270,1,NE
10-10-2011,20,29.2,23.7,78,0,4.6,3,270,2,E 
11-10-2011,20,30.1,24,79,14.2,4.7,2,135,2,W 
12-10-2011,19,30.8,24,72,6.5,6.1,3,270,2,SE
13-10-2011,19,31.4,24.1,66,0,7.4,4,90,2,E 
14-10-2011,18,30.8,24.4,64,0,6.5,4,90,2,NE
15-10-2011,18,31.4,23.9,64,0,6.2,4,360,2,NE
16-10-2011,19,32.4,24.7,64,0,7.3,6,360,3,NE
17-10-2011,20,32.2,25,68,0,6.5,4,360,2,SE
18-10-2011,20,32,25.2,67,1.6,7.1,3,90,2,NE
19-10-2011,20,32.6,25.4,60,0,7.8,4,90,2,E 
20-10-2011,20,29.8,23.9,73,0,3.2,3,90,2,NE
21-10-2011,19,30,23.7,72,8888,1.9,2,135,1,E 
22-10-2011,20,29.6,23.8,75,0,4.9,4,270,2,W 
23-10-2011,20,29.4,22.7,82,3.7,3.6,3,270,2,NE
24-10-2011,19,31,24,75,19.6,6.6,3,45,2,NE
25-10-2011,21,27,22.8,85,0,3.3,3,270,2,W 
26-10-2011,20,31,24.2,75,10,0.3,3,45,2,NE
27-10-2011,22,31.2,24.9,75,1.7,5.2,4,90,2,W 
28-10-2011,22,31.2,24.4,79,3.1,4.7,3,90,2,SE
29-10-2011,20,31,24.2,82,2.8,4.5,4,45,2,
30-10-2011,21,29.4,23.2,82,10.5,5.6,3,45,2,NE
31-10-2011,20,30.8,24.9,75,16,7.2,2,90,2,E 
01-11-2011,22,28,23.5,85,5,2,2,45,1,
02-11-2011,21,26.9,23.1,86,10.9,1.4,2,325,2,NW
03-11-2011,21,26.6,23.2,87,8.9,0,2,270,1,SW
04-11-2011,22,23.4,21.4,90,8.4,1.4,3,315,2,NW
05-11-2011,20,27.4,22.5,86,3.8,1.9,4,45,2,SE
06-11-2011,20,26.6,21.9,87,12.3,0,2,270,1,W 
07-11-2011,19,27.4,22.7,80,12.4,1.3,4,270,2,W 
08-11-2011,19,28,22.5,88,0,3,3,315,1,W 
09-11-2011,20,27.4,21.5,89,20.8,1.4,3,270,2,W 
10-11-2011,20,26.4,22.7,86,1,4.2,2,225,1,W 
11-11-2011,21,29.1,23.9,77,44,5.7,2,45,1,SW
12-11-2011,20,31.7,24.2,76,0,5.6,2,225,2,W 
13-11-2011,19,27,22.7,86,0,1.9,2,270,1,W 
14-11-2011,20,30,23.1,82,2.7,5,4,315,2,N 
15-11-2011,20,28.2,22.6,85,3.3,1.6,2,270,2,W 
16-11-2011,21,28.4,23.7,82,10,5.2,3,360,2,NE
17-11-2011,20,29.4,23.6,80,18.5,4.8,4,315,2,NW
18-11-2011,20,29,22.6,82,1.1,7.1,3,270,2,W 
19-11-2011,18,30,23.7,79,18.2,4.9,2,90,2,E 
20-11-2011,21,30,22.9,85,2.7,2,3,270,2,W 
21-11-2011,21,27.7,22.1,88,8888,2.2,4,360,2,W 
22-11-2011,18,27.6,21.7,91,29.4,1.9,4,315,3,W 
23-11-2011,19,29.2,22.9,83,20.8,4.4,2,270,2,W 
24-11-2011,21,29.8,24.2,82,10.8,4.2,3,45,2,SE
25-11-2011,21,30.2,24.7,80,19.5,4,2,135,2,W 
26-11-2011,21,30.4,24.9,77,5.1,6.6,3,45,1,SE
27-11-2011,20,31.3,25,74,0,5.4,3,90,2,E 
28-11-2011,21,31,21.8,81,17.5,4.4,2,45,2,NE
29-11-2011,21,28.4,21.2,81,26.8,2.1,3,270,2,N 
30-11-2011,21,29,21.5,86,7.5,2.6,2,270,1,W 
01-12-2011,22,28.8,23.9,85,10.5,1.4,3,360,2,W 
02-12-2011,21,27.8,23.2,84,12.4,6.3,3,270,2,W 
03-12-2011,21,27,23.4,73,3.5,2,3,225,2,W 
04-12-2011,22,30,23.8,76,0,4.3,3,225,2,NE
05-12-2011,20,29.4,23.2,84,15.3,4.6,3,270,1,W 
06-12-2011,21,30,23,86,12,0,2,270,2,W 
07-12-2011,20,29.6,23.7,78,1.9,6.3,4,270,2,W 
08-12-2011,21,31.4,24.6,66,8888,7.6,3,270,1,W 
09-12-2011,21,30.4,23.8,76,11.7,4.2,4,270,2,W 
10-12-2011,22,28.6,23.7,82,0.5,2.6,2,270,1,W 
11-12-2011,19,29,23.5,79,22,3.5,4,270,2,W 
12-12-2011,20,29.6,23.1,82,2,2.6,4,315,3,NW
13-12-2011,19,29.4,23.3,79,4,3.7,5,315,2,NW
14-12-2011,21,29.8,22.6,85,8888,1.8,3,270,2,W 
15-12-2011,20,29.2,23.4,84,62.7,4.8,4,315,1,W 
16-12-2011,21,29.4,24,80,2,6.2,4,270,2,W 
17-12-2011,22,30,24.7,76,0,4.6,4,270,2,W 
18-12-2011,22,29,24.8,74,2,4.1,3,270,2,W 
19-12-2011,18,28,23.4,80,8888,1.8,3,270,2,W 
20-12-2011,21,29,24,78,1.4,3.2,3,270,2,W 
21-12-2011,,,,,,,,,,
22-12-2011,18,30.4,23.9,79,30.2,4.5,4,90,2,W 
23-12-2011,20,30,24.2,80,17.9,4.9,3,270,1,W 
24-12-2011,22,31,25,78,1.9,6.4,3,270,3,W 
25-12-2011,22,28,23.6,86,2.7,2.3,2,270,2,W 
26-12-2011,21,28.6,26.7,82,23.6,5.3,5,270,2,W 
27-12-2011,21,29.3,24.8,76,0,4.4,4,270,3,W 
28-12-2011,21,29,24.1,80,17.3,3.5,4,270,2,NW
29-12-2011,22,29.8,24.3,80,1,5.6,4,315,3,NW
30-12-2011,22,30,24.9,74,0,2.6,3,270,2,W 
31-12-2011,22,29.8,24.3,69,0.5,2.6,4,270,2,W 
01-01-2012,22,27.2,23.9,83,2.8,4.5,3,270,2,W 
02-01-2012,21,28.6,24.2,77,1.6,3.2,4,270,2,W 
03-01-2012,22,31.2,23.9,82,0.9,2.9,3,270,2,W 
04-01-2012,21,30.4,23.7,84,1,3.7,3,270,2,W 
05-01-2012,21,30.1,23.5,82,8888,3.8,3,270,2,W 
06-01-2012,20,28.8,23.1,83,10.9,1.6,3,270,2,W 
07-01-2012,20,27,22.8,81,8888,0.5,5,270,2,NW
08-01-2012,21,27,23.2,79,6.9,1.4,6,270,2,NW
09-01-2012,22,27.4,23.6,74,8888,1.7,4,270,2,W 
10-01-2012,21,25.4,22.3,85,1.2,1,4,270,2,W 
11-01-2012,21,25.4,22.2,84,9.6,0.9,3,270,2,W 
12-01-2012,20,28,23.6,80,0.5,2.8,4,270,2,W 
13-01-2012,21,25.6,21.6,84,12.1,3,4,270,2,W 
14-01-2012,20,27.4,23.4,76,4.2,3.1,4,360,3,W 
15-01-2012,20,28,23.2,82,0,3.8,3,270,2,W 
16-01-2012,21,30.6,18.5,71,8888,7.6,4,270,2,W 
17-01-2012,21,27.4,23.1,82,4.9,3.9,3,90,1,W 
18-01-2012,21,27.6,23.5,81,1,2.7,2,90,2,E 
19-01-2012,21,30.4,24.3,77,0,5.8,5,315,1,NW
20-01-2012,21,29,24.1,72,2.5,4.4,4,315,2,NW
21-01-2012,21,28.5,24.1,69,8888,5.2,4,270,2,W 
22-01-2012,21,28,23.7,70,8888,1.9,6,315,3,W 
23-01-2012,21,26.6,22.1,78,0,2,4,270,3,W 
24-01-2012,21,29.2,23.9,68,1,7.6,5,315,3,W 
25-01-2012,21,25.8,18.4,76,0,2.6,6,315,3,W 
26-01-2012,21,27.6,24.6,75,4,0.2,6,315,3,W 
27-01-2012,21,28.6,24.2,74,1.8,8,5,270,3,NW
28-01-2012,21,27.8,23.2,71,8888,4.3,5,270,3,W 
29-01-2012,21,27,22.7,75,3.4,2.9,4,315,2,NW
30-01-2012,21,29.4,23.7,76,3.5,4.9,5,270,3,W 
31-01-2012,21,25.8,22.8,73,9.1,0,3,270,2,W 
01-02-2012,20,29.8,23.9,74,8888,7,6,270,2,W 
02-02-2012,21,27.8,23.9,78,1.2,2.5,3,270,2,W 
03-02-2012,21,28.4,23.2,75,4.2,2.6,4,270,2,W 
04-02-2012,20,27,22.9,74,3,2.1,3,270,2,W 
05-02-2012,21,29.8,24.6,67,8888,7,5,270,3,W 
06-02-2012,21,29.2,24.5,68,0,7.3,4,270,2,W 
07-02-2012,21,30.6,24.7,69,0,8,4,270,3,NW
08-02-2012,21,30.4,24.6,72,0,5.9,4,270,2,W 
09-02-2012,22,29.6,24.3,77,1.3,4.5,4,315,3,W 
10-02-2012,20,28.6,22.7,84,5.2,3.4,3,270,1,W 
11-02-2012,20,29,23.4,78,34.5,5.7,3,270,2,W 
12-02-2012,21,28,23.4,82,7.2,4.3,4,270,2,W 
13-02-2012,21,29.8,23.8,80,20,5.3,2,315,1,W 
14-02-2012,20,31.2,24.1,81,47,4.2,3,270,2,W 
15-02-2012,19,29.8,23.6,74,12.5,8,4,315,2,NW
16-02-2012,19,27.2,23.2,81,0.8,7.2,2,270,1,W 
17-02-2012,19,28,21.4,89,17.5,1.2,3,270,2,W 
18-02-2012,19,31,24.4,74,36.5,4.2,4,270,2,W 
19-02-2012,20,25.2,22.4,84,0,9.1,3,270,1,W 
20-02-2012,20,27.4,22.4,84,2.9,1.5,3,270,1,W 
21-02-2012,20,29,23.4,80,18.1,5.8,3,270,1,W 
22-02-2012,20,30.4,24.3,72,0.1,5.2,4,315,2,W 
23-02-2012,21,28.4,24.2,78,4.8,4,3,315,1,NW
24-02-2012,21,28.4,24.6,78,0.5,4,2,315,1,W 
25-02-2012,21,29.2,24,80,1.2,5.6,3,315,2,W 
26-02-2012,20,29,21.7,90,33.3,3.1,2,270,1,NW
27-02-2012,20,27.4,23,85,35.9,2.6,2,270,1,W 
28-02-2012,22,,23.2,88,4.5,1.9,4,270,1,W 
29-02-2012,19,27.4,22.2,86,11.5,0.4,,,2,
01-03-2012,20,27.6,22.6,84,3,4.7,6,270,3,W 
02-03-2012,19,30,23,81,0.4,6.2,4,270,2,W 
03-03-2012,21,29.4,24,71,5.1,2.5,4,270,3,W 
04-03-2012,22,29,23.5,77,0,5,5,270,2,W 
05-03-2012,20,28.4,23.2,80,12.9,5.3,4,270,2,W 
06-03-2012,20,30,23.9,76,4.1,6.1,4,270,3,W 
07-03-2012,20,30.4,24.3,77,0.9,6.3,4,315,2,W 
08-03-2012,20,25.8,22,83,36.8,0.2,5,270,3,W 
09-03-2012,20,27.6,23.2,80,2,1.6,3,270,2,W 
10-03-2012,21,26.8,23.1,79,3.5,1.1,3,315,2,W 
11-03-2012,21,27.2,23.4,74,8888,1.9,4,270,2,W 
12-03-2012,20,28.6,24,70,0,6.6,5,315,3,NW
13-03-2012,21,27.6,23.3,72,0,2.7,5,315,3,W 
14-03-2012,22,27.8,24,70,0,3.7,4,270,2,W 
15-03-2012,21,28.4,24.2,66,0,0.6,6,315,3,NW
16-03-2012,20,28.7,23.6,66,0,6.2,6,270,3,W 
17-03-2012,20,27,23.5,65,0,3.3,5,315,3,W 
18-03-2012,20,28,23.4,67,3.2,2.8,5,270,3,W 
